task_id	stage	dependencies	versions	target_files	action	hunk_or_group_ids	english_sources	chinese_sources	owner	status	acceptance
G-e2b4d1d6fbf85a878ccd	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:24739		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2be3ba2b0aa55823357	3	FOUR-FILE-SKELETONS	13,12,11,10	client-auth.sgml	translated	PG10-H000564,PG11-H000290,PG12-H000259,PG13-H000227	/Users/vonng/pgsty/pgdoc/en/13.23/client-auth.sgml:216|/Users/vonng/pgsty/pgdoc/en/12.22/client-auth.sgml:216|/Users/vonng/pgsty/pgdoc/en/11.22/client-auth.sgml:182|/Users/vonng/pgsty/pgdoc/en/10.23/client-auth.sgml:182		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2c0be3388d8058e65da	3	FOUR-FILE-SKELETONS	11	release-11.sgml	translated	PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:22566		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2c2d76c9ae8c61d2268	3	FOUR-FILE-SKELETONS	11,10	features.sgml	translated	PG10-H002100,PG11-H000882	/Users/vonng/pgsty/pgdoc/en/11.22/features.sgml:430|/Users/vonng/pgsty/pgdoc/en/10.23/features.sgml:430		canonical:general-appendices	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2c5d320d596efc158fc	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002218,PG11-H000966,PG12-H000810	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:20437|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:19016|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:18855		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2ca1295185bb573ec0c	3	FOUR-FILE-SKELETONS	10	ref/create_extension.sgml	translated		/Users/vonng/pgsty/pgdoc/en/10.23/ref/create_extension.sgml:79	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/create_extension.sgml	canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2ca5ebbd43f85a4be64	3	FOUR-FILE-SKELETONS	10	acronyms.sgml	reused_with_link_delta	PG10-H000032	/Users/vonng/pgsty/pgdoc/en/10.23/acronyms.sgml:196	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/acronyms.sgml	canonical:guide-glossary	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2d0f6ccc2445976c171	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:8337|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:4540		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2d1a3c0397c7884a1d4	3	FOUR-FILE-SKELETONS	13,12,11,10	high-availability.sgml	translated	PG10-H002323,PG11-H001029,PG12-H000872,PG13-H000585	/Users/vonng/pgsty/pgdoc/en/13.23/high-availability.sgml:390|/Users/vonng/pgsty/pgdoc/en/12.22/high-availability.sgml:394|/Users/vonng/pgsty/pgdoc/en/11.22/high-availability.sgml:394|/Users/vonng/pgsty/pgdoc/en/10.23/high-availability.sgml:394	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/high-availability.sgml	canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2d6bfe2a58771246baa	3	FOUR-FILE-SKELETONS	10	release-10.sgml	translated	PG10-H012448	/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:20014		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2d726a95ebb59dcf236	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:25267		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2d863beee5446dd1088	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:26417		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2dea21a8417b26351a1	3	FOUR-FILE-SKELETONS	12,11,10	func.sgml	translated	PG10-H002157,PG11-H000917,PG12-H000761	/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:10490|/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:10497|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:10100|/Users/vonng/pgsty/pgdoc/en/11.22/func.sgml:10107|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:9949|/Users/vonng/pgsty/pgdoc/en/10.23/func.sgml:9956		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2e61e150c8d5153306d	3	FOUR-FILE-SKELETONS	11,10	catalogs.sgml	translated	PG10-H000415,PG11-H000205	/Users/vonng/pgsty/pgdoc/en/11.22/catalogs.sgml:7597|/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:7465	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/catalogs.sgml	canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2e6f06ad516b9958292	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:17123|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:12016		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2e793a371295a1358c7	3	FOUR-FILE-SKELETONS	12	release-12.sgml	translated	PG12-H008217	/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:25997		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2ed699966e29a30d668	3	FOUR-FILE-SKELETONS	12,11,10	libpq.sgml	literal_reviewed	PG10-H007296,PG11-H006224,PG12-H006079	/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:8359|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:8179|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:8108	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/libpq.sgml	canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2f30bdca65e0dd790ef	3	FOUR-FILE-SKELETONS	13,12,11,10	rules.sgml	translated	PG10-H012489	/Users/vonng/pgsty/pgdoc/en/13.23/rules.sgml:281|/Users/vonng/pgsty/pgdoc/en/12.22/rules.sgml:281|/Users/vonng/pgsty/pgdoc/en/11.22/rules.sgml:281|/Users/vonng/pgsty/pgdoc/en/10.23/rules.sgml:281		canonical:tail-assist-round03	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2f62abc4f590aad9f50	3	FOUR-FILE-SKELETONS	13,12,11	ddl.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ddl.sgml:4293|/Users/vonng/pgsty/pgdoc/en/12.22/ddl.sgml:4290|/Users/vonng/pgsty/pgdoc/en/11.22/ddl.sgml:3671		canonical:ddl	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2f7a584b824e467fdec	3	FOUR-FILE-SKELETONS	13	release-13.sgml	translated	PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:27353		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2f8266558ee2e2ec696	3	FOUR-FILE-SKELETONS	12,11,10	catalogs.sgml	translated	PG10-H000380,PG11-H000172,PG12-H000133	/Users/vonng/pgsty/pgdoc/en/12.22/catalogs.sgml:5011|/Users/vonng/pgsty/pgdoc/en/11.22/catalogs.sgml:4996|/Users/vonng/pgsty/pgdoc/en/10.23/catalogs.sgml:4887		canonical:catalogs	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2fa4c531925314c29ac	3	FOUR-FILE-SKELETONS	13,12,11,10	config.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/config.sgml:9126|/Users/vonng/pgsty/pgdoc/en/12.22/config.sgml:8783|/Users/vonng/pgsty/pgdoc/en/11.22/config.sgml:7834|/Users/vonng/pgsty/pgdoc/en/10.23/config.sgml:7456		canonical:config	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2fb3acf44e35f1c903e	3	FOUR-FILE-SKELETONS	13	ref/psql-ref.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/ref/psql-ref.sgml:3153		canonical:command-final-tail	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e2fc06651b6ca0916ff8	3	FOUR-FILE-SKELETONS	11	release-11.sgml	translated	PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:22406		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e300db42f4ee394ff59f	3	FOUR-FILE-SKELETONS	13,12	func.sgml	translated	PG12-H000761	/Users/vonng/pgsty/pgdoc/en/13.23/func.sgml:16335|/Users/vonng/pgsty/pgdoc/en/12.22/func.sgml:13192		canonical:functions	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e301c8d3a5e3a9b9a134	3	FOUR-FILE-SKELETONS	12,11,10	runtime.sgml	translated	PG10-H012589,PG11-H008800,PG12-H008253	/Users/vonng/pgsty/pgdoc/en/12.22/runtime.sgml:1081|/Users/vonng/pgsty/pgdoc/en/11.22/runtime.sgml:1041|/Users/vonng/pgsty/pgdoc/en/10.23/runtime.sgml:1026		canonical:installation-runtime	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e3023e809b37dbd133ec	3	FOUR-FILE-SKELETONS	13	config.sgml	translated	PG13-H000262	/Users/vonng/pgsty/pgdoc/en/13.23/config.sgml:1691	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/config.sgml	canonical:config	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e3091312ff056222f294	3	FOUR-FILE-SKELETONS	12,11	trigger.sgml	translated	PG11-H008959,PG12-H008368	/Users/vonng/pgsty/pgdoc/en/12.22/trigger.sgml:105|/Users/vonng/pgsty/pgdoc/en/11.22/trigger.sgml:105		canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e31bdf7494240c3321ea	3	FOUR-FILE-SKELETONS	13,12,11,10	backup.sgml	translated	PG10-H000194	/Users/vonng/pgsty/pgdoc/en/13.23/backup.sgml:621|/Users/vonng/pgsty/pgdoc/en/12.22/backup.sgml:615|/Users/vonng/pgsty/pgdoc/en/11.22/backup.sgml:615|/Users/vonng/pgsty/pgdoc/en/10.23/backup.sgml:615		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e323a65ab8293f9177f1	3	FOUR-FILE-SKELETONS	13,12,11,10	trigger.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/trigger.sgml:831|/Users/vonng/pgsty/pgdoc/en/12.22/trigger.sgml:806|/Users/vonng/pgsty/pgdoc/en/11.22/trigger.sgml:788|/Users/vonng/pgsty/pgdoc/en/10.23/trigger.sgml:763		canonical:tail-assist-round02	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e32400cd55a8c38dd5b5	3	FOUR-FILE-SKELETONS	13,12,11,10	plperl.sgml	translated	PG10-H009160	/Users/vonng/pgsty/pgdoc/en/13.23/plperl.sgml:650|/Users/vonng/pgsty/pgdoc/en/12.22/plperl.sgml:607|/Users/vonng/pgsty/pgdoc/en/11.22/plperl.sgml:607|/Users/vonng/pgsty/pgdoc/en/10.23/plperl.sgml:581		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e324b8f4f948ab11693d	3	FOUR-FILE-SKELETONS	11	ref/rollback.sgml	translated	PG11-H008647	/Users/vonng/pgsty/pgdoc/en/11.22/ref/rollback.sgml:80		canonical:tail-assist-round04	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e325c57e9937f54c790f	3	FOUR-FILE-SKELETONS	13,12,11,10	fdwhandler.sgml	translated	PG10-H002071	/Users/vonng/pgsty/pgdoc/en/13.23/fdwhandler.sgml:923|/Users/vonng/pgsty/pgdoc/en/12.22/fdwhandler.sgml:923|/Users/vonng/pgsty/pgdoc/en/11.22/fdwhandler.sgml:910|/Users/vonng/pgsty/pgdoc/en/10.23/fdwhandler.sgml:824		canonical:procedural-interfaces	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e3264a9ed514c984fd3c	3	FOUR-FILE-SKELETONS	13,12,11,10	libpq.sgml	translated	PG10-H007281	/Users/vonng/pgsty/pgdoc/en/13.23/libpq.sgml:7774|/Users/vonng/pgsty/pgdoc/en/12.22/libpq.sgml:8087|/Users/vonng/pgsty/pgdoc/en/11.22/libpq.sgml:7907|/Users/vonng/pgsty/pgdoc/en/10.23/libpq.sgml:7838		canonical:client-protocol	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e327c0aa6063109ae969	3	FOUR-FILE-SKELETONS	13,12,11,10	perform.sgml	translated	PG10-H008940	/Users/vonng/pgsty/pgdoc/en/13.23/perform.sgml:551|/Users/vonng/pgsty/pgdoc/en/12.22/perform.sgml:511|/Users/vonng/pgsty/pgdoc/en/11.22/perform.sgml:511|/Users/vonng/pgsty/pgdoc/en/10.23/perform.sgml:511		canonical:planner-performance	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e32cc163c4bcbf064614	3	FOUR-FILE-SKELETONS	13,12,11,10	parallel.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/parallel.sgml:28|/Users/vonng/pgsty/pgdoc/en/12.22/parallel.sgml:28|/Users/vonng/pgsty/pgdoc/en/11.22/parallel.sgml:28|/Users/vonng/pgsty/pgdoc/en/10.23/parallel.sgml:28		canonical:core-internals	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e32e16ea0f54ec86e1ec	3	FOUR-FILE-SKELETONS	13	glossary.sgml	translated		/Users/vonng/pgsty/pgdoc/en/13.23/glossary.sgml:1198		canonical:guide-glossary	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e332e4af71806bab947c	3	FOUR-FILE-SKELETONS	13,12,11,10	release-13.sgml	translated	PG10-H012448,PG11-H008761,PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:23046|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:16903|/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:11051|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:6901		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e3332c0c7fe2fa0b7e06	3	FOUR-FILE-SKELETONS	13,12,11,10	datatype.sgml	translated	PG10-H001118,PG11-H000526,PG12-H000411,PG13-H000332	/Users/vonng/pgsty/pgdoc/en/13.23/datatype.sgml:556|/Users/vonng/pgsty/pgdoc/en/12.22/datatype.sgml:543|/Users/vonng/pgsty/pgdoc/en/11.22/datatype.sgml:543|/Users/vonng/pgsty/pgdoc/en/10.23/datatype.sgml:543		canonical:sql-body	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e33c3bd900522b47b6f9	3	FOUR-FILE-SKELETONS	13,12,11,10	release-13.sgml	translated	PG10-H012448,PG11-H008761,PG12-H008217,PG13-H007084	/Users/vonng/pgsty/pgdoc/en/13.23/release-13.sgml:23509|/Users/vonng/pgsty/pgdoc/en/12.22/release-12.sgml:17295|/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:11294|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:7070		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e34266317def260c528c	3	FOUR-FILE-SKELETONS	13,12,11,10	backup.sgml	translated	PG10-H000222,PG11-H000059	/Users/vonng/pgsty/pgdoc/en/13.23/backup.sgml:1301|/Users/vonng/pgsty/pgdoc/en/12.22/backup.sgml:1295|/Users/vonng/pgsty/pgdoc/en/11.22/backup.sgml:1268|/Users/vonng/pgsty/pgdoc/en/10.23/backup.sgml:1262		canonical:operations	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e345f14e9498b65c8a48	3	FOUR-FILE-SKELETONS	11,10	release-11.sgml	reuse_release_note	PG10-H012448,PG11-H008761	/Users/vonng/pgsty/pgdoc/en/11.22/release-11.sgml:7721|/Users/vonng/pgsty/pgdoc/en/10.23/release-10.sgml:4046		canonical:releases	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
G-e348746daab39dc19029	3	FOUR-FILE-SKELETONS	13,12,11	ref/alter_foreign_table.sgml	translated	PG11-H007851,PG12-H007502,PG13-H006665	/Users/vonng/pgsty/pgdoc/en/13.23/ref/alter_foreign_table.sgml:179|/Users/vonng/pgsty/pgdoc/en/12.22/ref/alter_foreign_table.sgml:179|/Users/vonng/pgsty/pgdoc/en/11.22/ref/alter_foreign_table.sgml:180	/Users/vonng/pgsty/pgdoc/tmp/pg10-13-from-14/20260909-150220/inputs/zh/14/ref/alter_foreign_table.sgml	canonical:reference-commands	complete;canonical_and_actual_application_semantically_verified	fixed_source_hash;context_semantics;shared_chinese;target_literals;applied_span_hash;independent_source_audit
